align_data_array_ordered_1B4T_A_0.9.dat,0.5480103,-0.2363977
align_data_array_ordered_1CI0_A_0.9.dat,0.40785611,-0.06964188
align_data_array_ordered_1EFV_B_0.9.dat,0.4699369,-0.1314984
align_data_array_ordered_1G58_B_0.9.dat,0.44651061,-0.07427605
align_data_array_ordered_1GV3_A_0.9.dat,0.4772360,-0.1922074
align_data_array_ordered_1HUJ_A_0.9.dat,0.5601840,-0.2132893
align_data_array_ordered_1HUR_A_0.9.dat,0.41356277,-0.09627308
align_data_array_ordered_1IBS_A_0.9.dat,0.4800161,-0.1381899
align_data_array_ordered_1JLW_A_0.9.dat,0.4317153,-0.0503907
align_data_array_ordered_1KY2_A_0.9.dat,0.4413626,-0.1628213
align_data_array_ordered_1KZL_A_0.9.dat,0.5029504,-0.2043704
align_data_array_ordered_1M3U_A_0.9.dat,0.5416395,-0.2372269
align_data_array_ordered_1MOZ_A_0.9.dat,0.40538995,-0.07976033
align_data_array_ordered_1OKC_A_0.9.dat,0.4218118,-0.1022195
align_data_array_ordered_1PV1_A_0.9.dat,0.5496136,-0.1734989
align_data_array_ordered_1QMV_A_0.9.dat,0.4550976,-0.1285645
align_data_array_ordered_1R6M_A_0.9.dat,0.4364500,-0.1742614
align_data_array_ordered_1RII_A_0.9.dat,0.5784015,-0.3166340
align_data_array_ordered_1V9S_B_0.9.dat,0.38330695,-0.01608714
align_data_array_ordered_1W7W_B_0.9.dat,0.4511662,-0.1771684
align_data_array_ordered_1X1O_B_0.9.dat,0.5190305,-0.1436266
align_data_array_ordered_1XTD_A_0.9.dat,0.35510449,0.01656369
align_data_array_ordered_1YPI_A_0.9.dat,0.42070104,-0.03495043
align_data_array_ordered_1YSB_A_0.9.dat,0.4839578,-0.2187248
align_data_array_ordered_1ZNN_A_0.9.dat,0.4988577,-0.1762736
align_data_array_ordered_1ZWK_A_0.9.dat,0.4577281,-0.1172361
align_data_array_ordered_2A84_A_0.9.dat,0.44584144,-0.07616556
align_data_array_ordered_2AIU_A_0.9.dat,0.3323126,0.1390145
align_data_array_ordered_2BCG_Y_0.9.dat,0.4408500,-0.1012066
align_data_array_ordered_2BR9_A_0.9.dat,0.4468698,-0.1124590
align_data_array_ordered_2CFE_A_0.9.dat,0.5768524,-0.3785974
align_data_array_ordered_2CJM_C_0.9.dat,0.4621366,-0.1058361
align_data_array_ordered_2CNV_A_0.9.dat,0.47264533,-0.07403029
align_data_array_ordered_2ESF_A_0.9.dat,0.40510964,-0.07303277
align_data_array_ordered_2EU8_A_0.9.dat,0.39346030,-0.02556346
align_data_array_ordered_2FLI_A_0.9.dat,0.4835377,-0.1683807
align_data_array_ordered_2G0N_B_0.9.dat,0.38397864,-0.03747826
align_data_array_ordered_2GV5_D_0.9.dat,0.368863528,0.005826875
