align_data_array_ordered_1B4T_A_1.2.dat,0.4722664,-0.1654659
align_data_array_ordered_1CI0_A_1.2.dat,0.36909752,-0.04407313
align_data_array_ordered_1EFV_B_1.2.dat,0.4223347,-0.1030860
align_data_array_ordered_1G58_B_1.2.dat,0.38747196,-0.03488583
align_data_array_ordered_1GV3_A_1.2.dat,0.4144816,-0.1230648
align_data_array_ordered_1HUJ_A_1.2.dat,0.5013966,-0.1677414
align_data_array_ordered_1HUR_A_1.2.dat,0.36253311,-0.04482815
align_data_array_ordered_1IBS_A_1.2.dat,0.4359684,-0.1087488
align_data_array_ordered_1JLW_A_1.2.dat,0.381460484,0.003085144
align_data_array_ordered_1KY2_A_1.2.dat,0.3867438,-0.1117312
align_data_array_ordered_1KZL_A_1.2.dat,0.4402804,-0.1669293
align_data_array_ordered_1M3U_A_1.2.dat,0.4826850,-0.1863637
align_data_array_ordered_1MOZ_A_1.2.dat,0.36045912,-0.04828011
align_data_array_ordered_1OKC_A_1.2.dat,0.37541098,-0.05888639
align_data_array_ordered_1PV1_A_1.2.dat,0.4974704,-0.1465454
align_data_array_ordered_1QMV_A_1.2.dat,0.40456405,-0.09137478
align_data_array_ordered_1R6M_A_1.2.dat,0.3965038,-0.1346507
align_data_array_ordered_1RII_A_1.2.dat,0.5049946,-0.2401767
align_data_array_ordered_1V9S_B_1.2.dat,0.3427161,0.0151115
align_data_array_ordered_1W7W_B_1.2.dat,0.3943502,-0.1271543
align_data_array_ordered_1X1O_B_1.2.dat,0.45014071,-0.08922351
align_data_array_ordered_1XTD_A_1.2.dat,0.29730567,0.06538583
align_data_array_ordered_1YPI_A_1.2.dat,0.38664684,-0.02047985
align_data_array_ordered_1YSB_A_1.2.dat,0.4162429,-0.1558840
align_data_array_ordered_1ZNN_A_1.2.dat,0.4443916,-0.1358415
align_data_array_ordered_1ZWK_A_1.2.dat,0.40462731,-0.06872719
align_data_array_ordered_2A84_A_1.2.dat,0.3900285,-0.0273626
align_data_array_ordered_2AIU_A_1.2.dat,0.2904824,0.1401588
align_data_array_ordered_2BCG_Y_1.2.dat,0.38447163,-0.05572695
align_data_array_ordered_2BR9_A_1.2.dat,0.39442968,-0.06034395
align_data_array_ordered_2CFE_A_1.2.dat,0.4893516,-0.2875599
align_data_array_ordered_2CJM_C_1.2.dat,0.42539387,-0.08356518
align_data_array_ordered_2CNV_A_1.2.dat,0.41943576,-0.03892144
align_data_array_ordered_2ESF_A_1.2.dat,0.36717335,-0.05160244
align_data_array_ordered_2EU8_A_1.2.dat,0.355417208,-0.005851713
align_data_array_ordered_2FLI_A_1.2.dat,0.4345551,-0.1340248
align_data_array_ordered_2G0N_B_1.2.dat,0.344079502,-0.002775756
align_data_array_ordered_2GV5_D_1.2.dat,0.30697092,0.06513371
