align_data_array_ordered_1B4T_A_0.3.dat,0.8164081,-0.4202691
align_data_array_ordered_1CI0_A_0.3.dat,0.5459120,-0.1366476
align_data_array_ordered_1EFV_B_0.3.dat,0.6953745,-0.2393688
align_data_array_ordered_1G58_B_0.3.dat,0.6885058,-0.2363401
align_data_array_ordered_1GV3_A_0.3.dat,0.7311400,-0.4437484
align_data_array_ordered_1HUJ_A_0.3.dat,0.7928156,-0.3131346
align_data_array_ordered_1HUR_A_0.3.dat,0.6297140,-0.2495202
align_data_array_ordered_1IBS_A_0.3.dat,0.6401467,-0.1956807
align_data_array_ordered_1JLW_A_0.3.dat,0.6281857,-0.2072153
align_data_array_ordered_1KY2_A_0.3.dat,0.6640567,-0.3110546
align_data_array_ordered_1KZL_A_0.3.dat,0.7809285,-0.3833940
align_data_array_ordered_1M3U_A_0.3.dat,0.7847303,-0.3949258
align_data_array_ordered_1MOZ_A_0.3.dat,0.6118893,-0.2299789
align_data_array_ordered_1OKC_A_0.3.dat,0.5642658,-0.1702804
align_data_array_ordered_1PV1_A_0.3.dat,0.7448622,-0.2938119
align_data_array_ordered_1QMV_A_0.3.dat,0.6777969,-0.2642421
align_data_array_ordered_1R6M_A_0.3.dat,0.5901388,-0.2739693
align_data_array_ordered_1RII_A_0.3.dat,0.8418881,-0.5351259
align_data_array_ordered_1V9S_B_0.3.dat,0.5519553,-0.0866313
align_data_array_ordered_1W7W_B_0.3.dat,0.6697179,-0.3253841
align_data_array_ordered_1X1O_B_0.3.dat,0.8116630,-0.3738985
align_data_array_ordered_1XTD_A_0.3.dat,0.5922337,-0.1361721
align_data_array_ordered_1YPI_A_0.3.dat,0.55882613,-0.06769171
align_data_array_ordered_1YSB_A_0.3.dat,0.7477401,-0.4173778
align_data_array_ordered_1ZNN_A_0.3.dat,0.6915172,-0.2400370
align_data_array_ordered_1ZWK_A_0.3.dat,0.6787374,-0.2751532
align_data_array_ordered_2A84_A_0.3.dat,0.6596431,-0.1882179
align_data_array_ordered_2AIU_A_0.3.dat,0.5480130,0.1578447
align_data_array_ordered_2BCG_Y_0.3.dat,0.6594798,-0.1983761
align_data_array_ordered_2BR9_A_0.3.dat,0.6428408,-0.2595338
align_data_array_ordered_2CFE_A_0.3.dat,0.9217324,-0.6780046
align_data_array_ordered_2CJM_C_0.3.dat,0.6448094,-0.1983378
align_data_array_ordered_2CNV_A_0.3.dat,0.6789823,-0.1648318
align_data_array_ordered_2ESF_A_0.3.dat,0.5481724,-0.1317643
align_data_array_ordered_2EU8_A_0.3.dat,0.5718739,-0.1150318
align_data_array_ordered_2FLI_A_0.3.dat,0.6749219,-0.2450947
align_data_array_ordered_2G0N_B_0.3.dat,0.54297512,-0.09444078
align_data_array_ordered_2GV5_D_0.3.dat,0.6321995,-0.1706604
