align_data_array_ordered_1B4T_A_0.1.dat,0.9630872,-0.5103063
align_data_array_ordered_1CI0_A_0.1.dat,0.6312964,-0.1745766
align_data_array_ordered_1EFV_B_0.1.dat,0.8543444,-0.2839892
align_data_array_ordered_1G58_B_0.1.dat,0.8351555,-0.3192151
align_data_array_ordered_1GV3_A_0.1.dat,0.8967576,-0.5706067
align_data_array_ordered_1HUJ_A_0.1.dat,0.9278607,-0.3241248
align_data_array_ordered_1HUR_A_0.1.dat,0.7571030,-0.2908864
align_data_array_ordered_1IBS_A_0.1.dat,0.7307491,-0.2558206
align_data_array_ordered_1JLW_A_0.1.dat,0.7303307,-0.2433040
align_data_array_ordered_1KY2_A_0.1.dat,0.8258335,-0.3971338
align_data_array_ordered_1KZL_A_0.1.dat,0.9733514,-0.5217369
align_data_array_ordered_1M3U_A_0.1.dat,0.9348179,-0.4844601
align_data_array_ordered_1MOZ_A_0.1.dat,0.7485243,-0.3206785
align_data_array_ordered_1OKC_A_0.1.dat,0.6637586,-0.2278993
align_data_array_ordered_1PV1_A_0.1.dat,0.8278180,-0.3365652
align_data_array_ordered_1QMV_A_0.1.dat,0.8024662,-0.2886462
align_data_array_ordered_1R6M_A_0.1.dat,0.6931985,-0.3390582
align_data_array_ordered_1RII_A_0.1.dat,0.9666939,-0.5893984
align_data_array_ordered_1V9S_B_0.1.dat,0.6687883,-0.1045556
align_data_array_ordered_1W7W_B_0.1.dat,0.7845559,-0.3650603
align_data_array_ordered_1X1O_B_0.1.dat,0.9857397,-0.5062670
align_data_array_ordered_1XTD_A_0.1.dat,0.7409576,-0.2061807
align_data_array_ordered_1YPI_A_0.1.dat,0.6500841,-0.0992903
align_data_array_ordered_1YSB_A_0.1.dat,0.8969821,-0.4272075
align_data_array_ordered_1ZNN_A_0.1.dat,0.7927204,-0.2424121
align_data_array_ordered_1ZWK_A_0.1.dat,0.8046124,-0.3182589
align_data_array_ordered_2A84_A_0.1.dat,0.8069693,-0.2557324
align_data_array_ordered_2AIU_A_0.1.dat,0.6482803,0.3491450
align_data_array_ordered_2BCG_Y_0.1.dat,0.7737338,-0.1707486
align_data_array_ordered_2BR9_A_0.1.dat,0.7544008,-0.3046534
align_data_array_ordered_2CFE_A_0.1.dat,1.0936150,-0.7108043
align_data_array_ordered_2CJM_C_0.1.dat,0.7474720,-0.2160298
align_data_array_ordered_2CNV_A_0.1.dat,0.7888118,-0.1898020
align_data_array_ordered_2ESF_A_0.1.dat,0.6279229,-0.1251035
align_data_array_ordered_2EU8_A_0.1.dat,0.6757500,-0.1120057
align_data_array_ordered_2FLI_A_0.1.dat,0.7903724,-0.2950570
align_data_array_ordered_2G0N_B_0.1.dat,0.61913506,-0.09006412
align_data_array_ordered_2GV5_D_0.1.dat,0.7486995,-0.1358115
