PDB	mean_KL_temp_0.0	mean_KL_temp_0.03	mean_KL_temp_0.1	mean_KL_temp_0.3	mean_KL_temp_0.6	mean_KL_temp_0.9	mean_KL_temp_1.2	mean_KL_split_natural
1B4T	0.474599396295	0.421000854161	0.428401399077	0.387653015612	0.435119245572	0.507736651061	0.542215566183	0.035303310551
1CI0	0.553349105291	0.477595366803	0.474472190191	0.46719386336	0.480049669826	0.504143683273	0.526329707808	0.0817949338611
1EFV	0.419588600343	0.374431219669	0.350724215215	0.350059485018	0.417989322759	0.487410467685	0.538482855616	0.0601164044853
1G58	0.611604975067	0.477044637869	0.441890811556	0.434523108667	0.446065758365	0.462328935307	0.506274636301	0.0499682742112
1GV3	0.670715001555	0.498573575692	0.468984528144	0.422420349489	0.439186929083	0.474764393669	0.515249392266	0.0460712341192
1HUJ	0.693399819775	0.515278919671	0.514951969247	0.423399902311	0.406191051943	0.384956040863	0.406235982777	0.0957908919136
1HUR	0.589069286974	0.420361762818	0.384170727095	0.370914519747	0.378996220987	0.409313419523	0.460124642545	0.0540813980354
1IBS	0.543809782493	0.439832950215	0.407492532068	0.407762680488	0.405294280133	0.40923387781	0.452366253015	0.0337923142883
1JLW	0.554767368397	0.455688412286	0.450878001081	0.460240886991	0.491774042269	0.544483775871	0.580685284086	0.101082247308
1KY2	0.371903005752	0.323725278043	0.330051267328	0.369675244552	0.450046906754	0.522871867003	0.58872110425	0.110459849839
1KZL	0.705330550714	0.600805635486	0.582621323223	0.52747400813	0.517761217479	0.519196301055	0.552788370414	0.0679023776705
1M3U	0.487707849263	0.331599558892	0.310312160836	0.290204365836	0.305676953373	0.345430927848	0.377297076249	0.0786344837977
1MOZ	0.406419573295	0.295313008584	0.295397489734	0.307996289117	0.357750777908	0.426240979223	0.483438136359	0.136110919695
1OKC	0.374386643652	0.442913324106	0.462238399462	0.524869370881	0.590146543349	0.667165940701	0.730695998692	0.0783773437152
1PV1	0.949630851838	0.475741138588	0.428832723969	0.388374929869	0.362733000121	0.364917490415	0.375538152585	0.0835624545432
1QMV	0.559848375412	0.404412768758	0.395020290213	0.403438396881	0.463413226638	0.534556550115	0.590982211083	0.04396436572
1R6M	0.691974444243	0.58574130322	0.582621888679	0.612814088499	0.672677122571	0.716439699628	0.773030266266	0.0336966453099
1RII	0.776479415688	0.608565345189	0.584185987162	0.523464909048	0.493653350245	0.507707933004	0.533344221088	0.0521703249111
1V9S	0.567489896858	0.469335049537	0.485575738015	0.480572739482	0.529206528218	0.559343476436	0.594597523401	0.0377716785919
1W7W	0.618096798014	0.48464657973	0.467264904312	0.465892589238	0.498222261525	0.539327391417	0.598508333193	0.0347550519437
1X1O	0.733728086734	0.554964745364	0.499158210327	0.399420670461	0.339130206537	0.331072915942	0.353155392064	0.0644929412448
1XTD	0.568145698192	0.460077894464	0.429358792541	0.425043328154	0.461755900621	0.553686789959	0.609627113997	0.110199297787
1YPI	0.721758159919	0.420638683683	0.417822832929	0.383702892166	0.395086986299	0.428235352743	0.45082244829	0.0545202982063
1YSB	0.725553228813	0.411458145171	0.369049219505	0.335812642582	0.359648045103	0.40092151387	0.466771313432	0.138378350727
1ZNN	0.45964137182	0.435432085992	0.42100821507	0.414120349967	0.454544903046	0.503468167911	0.562243143773	0.0421523767388
1ZWK	0.57578915854	0.538588092485	0.534829163301	0.521856922369	0.503915737425	0.536907547472	0.559991698834	0.0949104662969
2A84	0.756736453031	0.615770730774	0.565112352719	0.473975071546	0.430873066445	0.447755753487	0.46443353217	0.0654242272926
2AIU	0.435656708958	0.451474444875	0.449589925563	0.429537656277	0.493269846504	0.574975205159	0.657295983633	0.0642261247734
2BCG	0.744870442361	0.46616778904	0.429174078079	0.408515430794	0.443343313905	0.486260586883	0.526271620468	0.0598737354777
2BR9	0.584835046536	0.536090535445	0.523397854213	0.517679682393	0.521148144409	0.564876183264	0.608914460522	0.0847131203698
2CFE	0.524532129245	0.423163107846	0.398697505001	0.346898389169	0.39605173338	0.469350095433	0.551451565274	0.0216032191006
2CJM	0.669625997797	0.507219866839	0.510171793542	0.492181834864	0.488024902945	0.526719998081	0.543777735664	0.0485386756589
2CNV	0.746203212344	0.604646420579	0.537110342461	0.483867799711	0.407456819914	0.401901907363	0.424755238901	0.0524731099428
2ESF	0.471491127488	0.422248532863	0.437838564825	0.418038750765	0.433177757231	0.445365498288	0.50219926458	0.0721294628706
2EU8	0.583012042752	0.469156732009	0.459464275554	0.43461817136	0.481206263321	0.531539224891	0.579318641408	0.0589127178163
2FLI	0.675419263285	0.492613460703	0.472375186678	0.411204350703	0.348362555323	0.357473119213	0.361662647985	0.0354476206795
2G0N	0.492636758382	0.434608729224	0.426466367853	0.425997083743	0.479387567741	0.554394049823	0.61211587301	0.0806024226265
2GV5	0.401874800893	0.470879704637	0.465702710488	0.456941483865	0.508516859951	0.598296891967	0.659107497958	0.0852998083258
